Season,Home_Team,Away_Team,Home_Goals,Away_Goals,Outcome
2021-22,Remo Stars,Kwara United,3,0,Home Win
2021-22,Remo Stars,Lobi Stars,3,1,Home Win
2021-22,Remo Stars,MFM,1,0,Home Win
2021-22,Remo Stars,Nasarawa United,0,0,Draw
2021-22,Remo Stars,Niger Tornadoes,3,0,Home Win
2021-22,Remo Stars,Plateau United,1,0,Home Win
2021-22,Remo Stars,Rivers United,1,1,Draw
2021-22,Remo Stars,Shooting Stars,1,0,Home Win
2021-22,Remo Stars,Sunshine Stars,3,0,Home Win
2021-22,Remo Stars,Wikki Tourists,1,0,Home Win
2021-22,Rivers United,Abia Warriors,2,1,Home Win
2021-22,Rivers United,Akwa United,4,1,Home Win
2021-22,Rivers United,Dakkada,2,1,Home Win
2021-22,Rivers United,Enugu Rangers,1,0,Home Win
2021-22,Rivers United,Enyimba,2,0,Home Win
2021-22,Rivers United,Gombe United,1,0,Home Win
2021-22,Rivers United,Heartland,3,1,Home Win
2021-22,Rivers United,Kano Pillars,1,0,Home Win
2021-22,Rivers United,Katsina United,3,0,Home Win
2021-22,Rivers United,Kwara United,3,0,Home Win
2021-22,Rivers United,Lobi Stars,1,0,Home Win
2021-22,Rivers United,MFM,5,0,Home Win
2021-22,Rivers United,Nasarawa United,2,1,Home Win
2021-22,Rivers United,Niger Tornadoes,3,0,Home Win
2021-22,Rivers United,Plateau United,2,0,Home Win
2021-22,Rivers United,Remo Stars,1,0,Home Win
2021-22,Rivers United,Shooting Stars,2,0,Home Win
2021-22,Rivers United,Sunshine Stars,0,0,Draw
2021-22,Rivers United,Wikki Tourists,3,0,Home Win
2021-22,Shooting Stars,Abia Warriors,2,2,Draw
2021-22,Shooting Stars,Akwa United,1,1,Draw
2021-22,Shooting Stars,Dakkada,1,0,Home Win
2021-22,Shooting Stars,Enugu Rangers,1,1,Draw
2021-22,Shooting Stars,Enyimba,2,0,Home Win
2021-22,Shooting Stars,Gombe United,0,0,Draw
2021-22,Shooting Stars,Heartland,4,0,Home Win
2021-22,Shooting Stars,Kano Pillars,1,0,Home Win
2021-22,Shooting Stars,Katsina United,1,0,Home Win
2021-22,Shooting Stars,Kwara United,2,1,Home Win
2021-22,Shooting Stars,Lobi Stars,3,0,Home Win
2021-22,Shooting Stars,MFM,1,1,Draw
2021-22,Shooting Stars,Nasarawa United,1,0,Home Win
2021-22,Shooting Stars,Niger Tornadoes,1,0,Home Win
2021-22,Shooting Stars,Plateau United,2,1,Home Win
2021-22,Shooting Stars,Remo Stars,1,1,Draw
2021-22,Shooting Stars,Rivers United,3,2,Home Win
2021-22,Shooting Stars,Sunshine Stars,2,2,Draw
2021-22,Shooting Stars,Wikki Tourists,0,0,Draw
2021-22,Sunshine Stars,Abia Warriors,1,0,Home Win
2021-22,Sunshine Stars,Akwa United,0,0,Draw
2021-22,Sunshine Stars,Dakkada,2,1,Home Win
2021-22,Sunshine Stars,Enugu Rangers,0,0,Draw
2021-22,Sunshine Stars,Enyimba,0,1,Away Win
2021-22,Sunshine Stars,Gombe United,2,0,Home Win
2021-22,Sunshine Stars,Heartland,3,1,Home Win
2021-22,Sunshine Stars,Kano Pillars,3,0,Home Win
2021-22,Sunshine Stars,Katsina United,2,0,Home Win
2021-22,Sunshine Stars,Kwara United,1,0,Home Win
2021-22,Sunshine Stars,Lobi Stars,3,0,Home Win
2021-22,Sunshine Stars,MFM,2,1,Home Win
2021-22,Sunshine Stars,Nasarawa United,2,1,Home Win
2021-22,Sunshine Stars,Niger Tornadoes,2,1,Home Win
2021-22,Sunshine Stars,Plateau United,1,0,Home Win
2021-22,Sunshine Stars,Remo Stars,0,1,Away Win
2021-22,Sunshine Stars,Rivers United,1,0,Home Win
2021-22,Sunshine Stars,Shooting Stars,0,0,Draw
2021-22,Sunshine Stars,Wikki Tourists,2,1,Home Win
2021-22,Wikki Tourists,Abia Warriors,1,0,Home Win
2021-22,Wikki Tourists,Akwa United,2,0,Home Win
2021-22,Wikki Tourists,Dakkada,2,0,Home Win
2021-22,Wikki Tourists,Enugu Rangers,0,0,Draw
2021-22,Wikki Tourists,Enyimba,0,0,Draw
2021-22,Wikki Tourists,Gombe United,1,0,Home Win
2021-22,Wikki Tourists,Heartland,0,0,Draw
2021-22,Wikki Tourists,Kano Pillars,2,1,Home Win
2021-22,Wikki Tourists,Katsina United,2,0,Home Win
2021-22,Wikki Tourists,Kwara United,1,1,Draw
2021-22,Wikki Tourists,Lobi Stars,1,0,Home Win
2021-22,Wikki Tourists,MFM,3,0,Home Win
2021-22,Wikki Tourists,Nasarawa United,2,0,Home Win
2021-22,Wikki Tourists,Niger Tornadoes,1,0,Home Win
2021-22,Wikki Tourists,Plateau United,2,1,Home Win
2021-22,Wikki Tourists,Remo Stars,1,2,Away Win
2021-22,Wikki Tourists,Rivers United,1,0,Home Win
2021-22,Wikki Tourists,Shooting Stars,1,1,Draw
2021-22,Wikki Tourists,Sunshine Stars,1,0,Home Win
2025-26,Abia Warriors,Barau,2,0,Home Win
2025-26,Abia Warriors,Bendel Insurance,0,0,Draw
2025-26,Abia Warriors,El-Kanemi Warriors,2,0,Home Win
2025-26,Abia Warriors,Enyimba,0,0,Draw
2025-26,Abia Warriors,Kano Pillars,1,0,Home Win
2025-26,Abia Warriors,Katsina United,1,0,Home Win
2025-26,Abia Warriors,Remo Stars,2,0,Home Win
2025-26,Barau,Bendel Insurance,1,1,Draw
2025-26,Barau,Enugu Rangers,2,0,Home Win
2025-26,Barau,Enyimba,0,0,Draw
2025-26,Barau,Kano Pillars,2,1,Home Win
2025-26,Barau,Kwara United,3,2,Home Win
2025-26,Barau,Warri Wolves,0,1,Away Win
2025-26,Barau,Wikki Tourists,0,0,Draw
2025-26,Bayelsa United,Abia Warriors,2,1,Home Win
2025-26,Bayelsa United,Barau,2,0,Home Win
2025-26,Bayelsa United,Enyimba,0,2,Away Win
2025-26,Bayelsa United,Ikorodu City,1,1,Draw
2025-26,Bayelsa United,Katsina United,1,1,Draw
2025-26,Bayelsa United,Kun Khalifat,1,2,Away Win
2025-26,Bayelsa United,Nasarawa United,1,2,Away Win
2025-26,Bayelsa United,Plateau United,2,1,Home Win
2025-26,Bendel Insurance,Bayelsa United,1,1,Draw
2025-26,Bendel Insurance,Kano Pillars,3,2,Home Win
2025-26,Bendel Insurance,Nasarawa United,0,1,Away Win
2025-26,Bendel Insurance,Niger Tornadoes,1,0,Home Win
2025-26,Bendel Insurance,Rivers United,0,0,Draw
2025-26,Bendel Insurance,Shooting Stars,1,1,Draw
2025-26,Bendel Insurance,Warri Wolves,1,1,Draw
2025-26,Bendel Insurance,Wikki Tourists,3,0,Home Win
2025-26,El-Kanemi Warriors,Bendel Insurance,2,0,Home Win
2025-26,El-Kanemi Warriors,Enugu Rangers,0,0,Draw
2025-26,El-Kanemi Warriors,Kano Pillars,2,1,Home Win
2025-26,El-Kanemi Warriors,Kwara United,2,0,Home Win
2025-26,El-Kanemi Warriors,Rivers United,0,0,Draw
2025-26,El-Kanemi Warriors,Warri Wolves,1,0,Home Win
2025-26,El-Kanemi Warriors,Wikki Tourists,2,1,Home Win
2025-26,Enugu Rangers,Abia Warriors,2,0,Home Win
2025-26,Enugu Rangers,Katsina United,1,0,Home Win
2025-26,Enugu Rangers,Kun Khalifat,0,0,Draw
2025-26,Enugu Rangers,Kwara United,0,0,Draw
2025-26,Enugu Rangers,Niger Tornadoes,1,0,Home Win
2025-26,Enugu Rangers,Plateau United,2,0,Home Win
2025-26,Enugu Rangers,Shooting Stars,1,0,Home Win
2025-26,Enyimba,Bendel Insurance,3,2,Home Win
2025-26,Enyimba,Enugu Rangers,2,1,Home Win
2025-26,Enyimba,Kano Pillars,2,0,Home Win
2025-26,Enyimba,Nasarawa United,0,0,Draw
2025-26,Enyimba,Niger Tornadoes,1,0,Home Win
2025-26,Enyimba,Rivers United,0,0,Draw
2025-26,Enyimba,Warri Wolves,1,2,Away Win
2025-26,Enyimba,Wikki Tourists,0,1,Away Win
2025-26,Ikorodu City,Abia Warriors,1,0,Home Win
2025-26,Ikorodu City,Barau,2,0,Home Win
2025-26,Ikorodu City,Bendel Insurance,1,0,Home Win
2025-26,Ikorodu City,El-Kanemi Warriors,0,0,Draw
2025-26,Ikorodu City,Enyimba,1,1,Draw
2025-26,Ikorodu City,Kun Khalifat,2,0,Home Win
2025-26,Ikorodu City,Nasarawa United,2,0,Home Win
2025-26,Ikorodu City,Plateau United,2,1,Home Win
2025-26,Kano Pillars,Bayelsa United,0,0,Draw
2025-26,Kano Pillars,Enugu Rangers,1,0,Home Win
2025-26,Kano Pillars,Ikorodu City,2,1,Home Win
2025-26,Kano Pillars,Kwara United,1,0,Home Win
2025-26,Kano Pillars,Niger Tornadoes,0,2,Away Win
2025-26,Kano Pillars,Shooting Stars,1,1,Draw
2025-26,Kano Pillars,Wikki Tourists,1,1,Draw
2025-26,Katsina United,Barau,1,1,Draw
2025-26,Katsina United,El-Kanemi Warriors,1,0,Home Win
2025-26,Katsina United,Enyimba,3,2,Home Win
2025-26,Katsina United,Kano Pillars,1,0,Home Win
2025-26,Katsina United,Remo Stars,3,1,Home Win
2025-26,Katsina United,Warri Wolves,0,1,Away Win
2025-26,Katsina United,Wikki Tourists,1,0,Home Win
2025-26,Kun Khalifat,Barau,1,3,Away Win
2025-26,Kun Khalifat,Bendel Insurance,1,1,Draw
2025-26,Kun Khalifat,El-Kanemi Warriors,3,1,Home Win
2025-26,Kun Khalifat,Enyimba,1,0,Home Win
2025-26,Kun Khalifat,Nasarawa United,1,1,Draw
2025-26,Kun Khalifat,Plateau United,2,0,Home Win
2025-26,Kun Khalifat,Remo Stars,1,2,Away Win
2025-26,Kun Khalifat,Rivers United,0,1,Away Win
2025-26,Kwara United,Abia Warriors,0,1,Away Win
2025-26,Kwara United,Ikorodu City,0,0,Draw
2025-26,Kwara United,Katsina United,1,0,Home Win
2025-26,Kwara United,Kun Khalifat,2,0,Home Win
2025-26,Kwara United,Plateau United,2,1,Home Win
2025-26,Kwara United,Remo Stars,3,1,Home Win
2025-26,Kwara United,Shooting Stars,0,0,Draw
2025-26,Nasarawa United,Abia Warriors,1,0,Home Win
2025-26,Nasarawa United,El-Kanemi Warriors,3,0,Home Win
2025-26,Nasarawa United,Enugu Rangers,2,1,Home Win
2025-26,Nasarawa United,Katsina United,2,0,Home Win
2025-26,Nasarawa United,Kwara United,1,1,Draw
2025-26,Nasarawa United,Remo Stars,2,1,Home Win
2025-26,Nasarawa United,Wikki Tourists,1,0,Home Win
2025-26,Niger Tornadoes,Abia Warriors,1,2,Away Win
2025-26,Niger Tornadoes,Bayelsa United,1,0,Home Win
2025-26,Niger Tornadoes,Ikorodu City,4,2,Home Win
2025-26,Niger Tornadoes,Katsina United,2,0,Home Win
2025-26,Niger Tornadoes,Kun Khalifat,1,1,Draw
2025-26,Niger Tornadoes,Nasarawa United,1,0,Home Win
2025-26,Niger Tornadoes,Plateau United,4,0,Home Win
2025-26,Niger Tornadoes,Remo Stars,1,0,Home Win
2025-26,Plateau United,Barau,2,0,Home Win
2025-26,Plateau United,Bendel Insurance,1,0,Home Win
2025-26,Plateau United,El-Kanemi Warriors,1,0,Home Win
2025-26,Plateau United,Enyimba,2,1,Home Win
2025-26,Plateau United,Katsina United,1,2,Away Win
2025-26,Plateau United,Remo Stars,2,0,Home Win
2025-26,Remo Stars,Barau,2,0,Home Win
2025-26,Remo Stars,El-Kanemi Warriors,2,1,Home Win
2025-26,Remo Stars,Enugu Rangers,0,1,Away Win
2025-26,Remo Stars,Kano Pillars,1,0,Home Win
2025-26,Remo Stars,Rivers United,1,1,Draw
2025-26,Remo Stars,Warri Wolves,1,0,Home Win
2025-26,Remo Stars,Wikki Tourists,2,0,Home Win
2025-26,Rivers United,Bayelsa United,1,2,Away Win
2025-26,Rivers United,Ikorodu City,0,0,Draw
2025-26,Rivers United,Kwara United,1,0,Home Win
2025-26,Rivers United,Nasarawa United,1,0,Home Win
2025-26,Rivers United,Niger Tornadoes,1,0,Home Win
2025-26,Rivers United,Shooting Stars,1,0,Home Win
2025-26,Rivers United,Warri Wolves,2,1,Home Win
2025-26,Shooting Stars,Abia Warriors,2,0,Home Win
2025-26,Shooting Stars,Bayelsa United,0,1,Away Win
2025-26,Shooting Stars,El-Kanemi Warriors,1,0,Home Win
2025-26,Shooting Stars,Ikorodu City,1,1,Draw
2025-26,Shooting Stars,Katsina United,1,1,Draw
2025-26,Shooting Stars,Kun Khalifat,2,1,Home Win
2025-26,Shooting Stars,Plateau United,1,0,Home Win
2025-26,Warri Wolves,Bayelsa United,2,0,Home Win
2025-26,Warri Wolves,Enugu Rangers,2,0,Home Win
2025-26,Warri Wolves,Ikorodu City,0,2,Away Win
2025-26,Warri Wolves,Kun Khalifat,1,1,Draw
2025-26,Warri Wolves,Kwara United,0,0,Draw
2025-26,Warri Wolves,Nasarawa United,1,0,Home Win
2025-26,Warri Wolves,Niger Tornadoes,1,1,Draw
2025-26,Warri Wolves,Shooting Stars,1,2,Away Win
2025-26,Wikki Tourists,Abia Warriors,1,0,Home Win
2025-26,Wikki Tourists,Bayelsa United,1,1,Draw
2025-26,Wikki Tourists,Enugu Rangers,2,2,Draw
2025-26,Wikki Tourists,Kwara United,1,1,Draw
2025-26,Wikki Tourists,Niger Tornadoes,1,0,Home Win
2025-26,Wikki Tourists,Plateau United,1,0,Home Win
2025-26,Wikki Tourists,Shooting Stars,2,0,Home Win
